Run,Horizon,Theta,Choice,Policy,Loc_Dep,Joint,Doubly,beta,gamma,Profit
17,15,1.75,0,DCPP,1,1,0,0.0,1.0,222.40833333333333
18,15,1.75,0,DCPP,1,1,0,0.0,1.0,226.38333333333333
19,15,1.75,0,DCPP,1,1,0,0.0,1.0,226.34166666666667
20,15,1.75,0,DCPP,1,1,0,0.0,1.0,227.0
21,15,1.75,0,DCPP,1,1,0,0.0,1.0,232.3583333333333
22,15,1.75,0,DCPP,1,1,0,0.0,1.0,227.76666666666668
23,15,1.75,0,DCPP,1,1,0,0.0,1.0,227.79166666666663
24,15,1.75,0,DCPP,1,1,0,0.0,1.0,226.425
25,15,1.75,0,DCPP,1,1,0,0.0,1.0,231.6833333333333
26,15,1.75,0,DCPP,1,1,0,0.0,1.0,230.40833333333333
27,15,1.75,0,DCPP,1,1,0,0.0,1.0,224.95833333333331
28,15,1.75,0,DCPP,1,1,0,0.0,1.0,220.6
29,15,1.75,0,DCPP,1,1,0,0.0,1.0,227.6083333333333
30,15,1.75,0,DCPP,1,1,0,0.0,1.0,233.95
31,15,1.75,0,DCPP,1,1,0,0.0,1.0,225.69166666666663
32,15,1.75,0,DCPP,1,1,0,0.0,1.0,231.88333333333333
33,15,1.75,0,DCPP,1,1,0,0.0,1.0,226.7333333333333
34,15,1.75,0,DCPP,1,1,0,0.0,1.0,228.425
35,15,1.75,0,DCPP,1,1,0,0.0,1.0,227.35
36,15,1.75,0,DCPP,1,1,0,0.0,1.0,230.71666666666667
37,15,1.75,0,DCPP,1,1,0,0.0,1.0,233.0583333333333
38,15,1.75,0,DCPP,1,1,0,0.0,1.0,222.81666666666663
39,15,1.75,0,DCPP,1,1,0,0.0,1.0,230.325
0,15,1.25,0,DCPP,1,1,0,0.0,1.0,268.0
1,15,1.25,0,DCPP,1,1,0,0.0,1.0,266.23333333333335
2,15,1.25,0,DCPP,1,1,0,0.0,1.0,273.89166666666665
3,15,1.25,0,DCPP,1,1,0,0.0,1.0,271.275
4,15,1.25,0,DCPP,1,1,0,0.0,1.0,267.0416666666667
5,15,1.25,0,DCPP,1,1,0,0.0,1.0,270.25
6,15,1.25,0,DCPP,1,1,0,0.0,1.0,271.96666666666664
7,15,1.25,0,DCPP,1,1,0,0.0,1.0,270.925
8,15,1.25,0,DCPP,1,1,0,0.0,1.0,272.71666666666664
9,15,1.25,0,DCPP,1,1,0,0.0,1.0,265.76666666666665
10,15,1.25,0,DCPP,1,1,0,0.0,1.0,267.8666666666667
11,15,1.25,0,DCPP,1,1,0,0.0,1.0,269.35833333333335
12,15,1.25,0,DCPP,1,1,0,0.0,1.0,271.4916666666667
13,15,1.25,0,DCPP,1,1,0,0.0,1.0,276.775
14,15,1.25,0,DCPP,1,1,0,0.0,1.0,273.4583333333333
15,15,1.25,0,DCPP,1,1,0,0.0,1.0,268.225
16,15,1.25,0,DCPP,1,1,0,0.0,1.0,275.3833333333333
17,15,1.25,0,DCPP,1,1,0,0.0,1.0,269.8833333333333
18,15,1.25,0,DCPP,1,1,0,0.0,1.0,271.725
19,15,1.25,0,DCPP,1,1,0,0.0,1.0,271.15833333333336
20,15,1.25,0,DCPP,1,1,0,0.0,1.0,267.69166666666666
21,15,1.25,0,DCPP,1,1,0,0.0,1.0,276.75
22,15,1.25,0,DCPP,1,1,0,0.0,1.0,269.95
23,15,1.25,0,DCPP,1,1,0,0.0,1.0,267.1333333333333
24,15,1.25,0,DCPP,1,1,0,0.0,1.0,269.8
25,15,1.25,0,DCPP,1,1,0,0.0,1.0,275.65
26,15,1.25,0,DCPP,1,1,0,0.0,1.0,273.7083333333333
27,15,1.25,0,DCPP,1,1,0,0.0,1.0,269.18333333333334
28,15,1.25,0,DCPP,1,1,0,0.0,1.0,270.19166666666666
29,15,1.25,0,DCPP,1,1,0,0.0,1.0,268.625
30,15,1.25,0,DCPP,1,1,0,0.0,1.0,271.5416666666667
31,15,1.25,0,DCPP,1,1,0,0.0,1.0,270.65
32,15,1.25,0,DCPP,1,1,0,0.0,1.0,273.85833333333335
33,15,1.25,0,DCPP,1,1,0,0.0,1.0,271.43333333333334
34,15,1.25,0,DCPP,1,1,0,0.0,1.0,267.975
35,15,1.25,0,DCPP,1,1,0,0.0,1.0,271.1333333333333
36,15,1.25,0,DCPP,1,1,0,0.0,1.0,278.06666666666666
37,15,1.25,0,DCPP,1,1,0,0.0,1.0,272.075
38,15,1.25,0,DCPP,1,1,0,0.0,1.0,273.8
39,15,1.25,0,DCPP,1,1,0,0.0,1.0,271.40833333333336
0,15,1.5,0,DCPP,1,0,0,0.0,1.0,239.16666666666663
1,15,1.5,0,DCPP,1,0,0,0.0,1.0,232.76666666666668
2,15,1.5,0,DCPP,1,0,0,0.0,1.0,241.28333333333333
3,15,1.5,0,DCPP,1,0,0,0.0,1.0,245.35
4,15,1.5,0,DCPP,1,0,0,0.0,1.0,237.71666666666667
5,15,1.5,0,DCPP,1,0,0,0.0,1.0,247.85
6,15,1.5,0,DCPP,1,0,0,0.0,1.0,244.38333333333333
7,15,1.5,0,DCPP,1,0,0,0.0,1.0,236.55
8,15,1.5,0,DCPP,1,0,0,0.0,1.0,235.08333333333331
9,15,1.5,0,DCPP,1,0,0,0.0,1.0,235.96666666666667
10,15,1.5,0,DCPP,1,0,0,0.0,1.0,234.3
11,15,1.5,0,DCPP,1,0,0,0.0,1.0,236.8
12,15,1.5,0,DCPP,1,0,0,0.0,1.0,241.3
13,15,1.5,0,DCPP,1,0,0,0.0,1.0,245.6833333333333
14,15,1.5,0,DCPP,1,0,0,0.0,1.0,241.46666666666667
15,15,1.5,0,DCPP,1,0,0,0.0,1.0,248.1833333333333
16,15,1.5,0,DCPP,1,0,0,0.0,1.0,249.65
17,15,1.5,0,DCPP,1,0,0,0.0,1.0,247.83333333333331
18,15,1.5,0,DCPP,1,0,0,0.0,1.0,232.7333333333333
19,15,1.5,0,DCPP,1,0,0,0.0,1.0,243.63333333333333
20,15,1.5,0,DCPP,1,0,0,0.0,1.0,236.1833333333333
21,15,1.5,0,DCPP,1,0,0,0.0,1.0,249.2
22,15,1.5,0,DCPP,1,0,0,0.0,1.0,237.45
23,15,1.5,0,DCPP,1,0,0,0.0,1.0,236.58333333333331
24,15,1.5,0,DCPP,1,0,0,0.0,1.0,237.46666666666667
25,15,1.5,0,DCPP,1,0,0,0.0,1.0,246.53333333333333
26,15,1.5,0,DCPP,1,0,0,0.0,1.0,239.7
27,15,1.5,0,DCPP,1,0,0,0.0,1.0,244.31666666666663
28,15,1.5,0,DCPP,1,0,0,0.0,1.0,238.96666666666667
29,15,1.5,0,DCPP,1,0,0,0.0,1.0,245.15
30,15,1.5,0,DCPP,1,0,0,0.0,1.0,242.9
31,15,1.5,0,DCPP,1,0,0,0.0,1.0,235.16666666666663
32,15,1.5,0,DCPP,1,0,0,0.0,1.0,248.1
33,15,1.5,0,DCPP,1,0,0,0.0,1.0,240.05
34,15,1.5,0,DCPP,1,0,0,0.0,1.0,231.03333333333333
35,15,1.5,0,DCPP,1,0,0,0.0,1.0,244.35
36,15,1.5,0,DCPP,1,0,0,0.0,1.0,245.45
37,15,1.5,0,DCPP,1,0,0,0.0,1.0,247.05
38,15,1.5,0,DCPP,1,0,0,0.0,1.0,240.91666666666663
39,15,1.5,0,DCPP,1,0,0,0.0,1.0,242.35
0,15,1.75,0,DCPP,1,0,0,0.0,1.0,219.14166666666668
1,15,1.75,0,DCPP,1,0,0,0.0,1.0,209.6083333333333
2,15,1.75,0,DCPP,1,0,0,0.0,1.0,218.9333333333333
3,15,1.75,0,DCPP,1,0,0,0.0,1.0,216.90833333333333
4,15,1.75,0,DCPP,1,0,0,0.0,1.0,219.56666666666663
5,15,1.75,0,DCPP,1,0,0,0.0,1.0,226.2
6,15,1.75,0,DCPP,1,0,0,0.0,1.0,224.8083333333333
7,15,1.75,0,DCPP,1,0,0,0.0,1.0,217.11666666666667
8,15,1.75,0,DCPP,1,0,0,0.0,1.0,209.40833333333333
9,15,1.75,0,DCPP,1,0,0,0.0,1.0,211.025
10,15,1.75,0,DCPP,1,0,0,0.0,1.0,211.6083333333333
11,15,1.75,0,DCPP,1,0,0,0.0,1.0,208.9833333333333
12,15,1.75,0,DCPP,1,0,0,0.0,1.0,214.85
13,15,1.75,0,DCPP,1,0,0,0.0,1.0,221.94166666666663
14,15,1.75,0,DCPP,1,0,0,0.0,1.0,221.35
15,15,1.75,0,DCPP,1,0,0,0.0,1.0,220.325
16,15,1.75,0,DCPP,1,0,0,0.0,1.0,228.275
17,15,1.75,0,DCPP,1,0,0,0.0,1.0,221.64166666666668
18,15,1.75,0,DCPP,1,0,0,0.0,1.0,209.70833333333331
19,15,1.75,0,DCPP,1,0,0,0.0,1.0,217.2
20,15,1.75,0,DCPP,1,0,0,0.0,1.0,212.55
21,15,1.75,0,DCPP,1,0,0,0.0,1.0,229.3583333333333
22,15,1.75,0,DCPP,1,0,0,0.0,1.0,213.825
23,15,1.75,0,DCPP,1,0,0,0.0,1.0,212.86666666666667
24,15,1.75,0,DCPP,1,0,0,0.0,1.0,211.69166666666663
25,15,1.75,0,DCPP,1,0,0,0.0,1.0,223.025
26,15,1.75,0,DCPP,1,0,0,0.0,1.0,215.325
27,15,1.75,0,DCPP,1,0,0,0.0,1.0,213.7
28,15,1.75,0,DCPP,1,0,0,0.0,1.0,208.7333333333333
29,15,1.75,0,DCPP,1,0,0,0.0,1.0,219.15
30,15,1.75,0,DCPP,1,0,0,0.0,1.0,220.4
31,15,1.75,0,DCPP,1,0,0,0.0,1.0,211.84166666666667
32,15,1.75,0,DCPP,1,0,0,0.0,1.0,227.24166666666667
33,15,1.75,0,DCPP,1,0,0,0.0,1.0,218.25
34,15,1.75,0,DCPP,1,0,0,0.0,1.0,210.95
35,15,1.75,0,DCPP,1,0,0,0.0,1.0,215.8083333333333
36,15,1.75,0,DCPP,1,0,0,0.0,1.0,216.09166666666667
37,15,1.75,0,DCPP,1,0,0,0.0,1.0,220.4333333333333
38,15,1.75,0,DCPP,1,0,0,0.0,1.0,216.875
39,15,1.75,0,DCPP,1,0,0,0.0,1.0,217.4333333333333
0,15,1.5,0,DCPP,1,1,0,0.0,1.0,246.9
1,15,1.5,0,DCPP,1,1,0,0.0,1.0,247.88333333333333
2,15,1.5,0,DCPP,1,1,0,0.0,1.0,247.15
3,15,1.5,0,DCPP,1,1,0,0.0,1.0,252.1833333333333
4,15,1.5,0,DCPP,1,1,0,0.0,1.0,241.58333333333331
5,15,1.5,0,DCPP,1,1,0,0.0,1.0,249.16666666666663
6,15,1.5,0,DCPP,1,1,0,0.0,1.0,248.95
7,15,1.5,0,DCPP,1,1,0,0.0,1.0,250.61666666666667
8,15,1.5,0,DCPP,1,1,0,0.0,1.0,249.51666666666668
9,15,1.5,0,DCPP,1,1,0,0.0,1.0,246.58333333333331
10,15,1.5,0,DCPP,1,1,0,0.0,1.0,242.9333333333333
11,15,1.5,0,DCPP,1,1,0,0.0,1.0,249.55
12,15,1.5,0,DCPP,1,1,0,0.0,1.0,250.86666666666667
13,15,1.5,0,DCPP,1,1,0,0.0,1.0,254.53333333333333
14,15,1.5,0,DCPP,1,1,0,0.0,1.0,252.81666666666663
15,15,1.5,0,DCPP,1,1,0,0.0,1.0,250.4
16,15,1.5,0,DCPP,1,1,0,0.0,1.0,250.06666666666663
17,15,1.5,0,DCPP,1,1,0,0.0,1.0,249.06666666666663
18,15,1.5,0,DCPP,1,1,0,0.0,1.0,246.36666666666667
19,15,1.5,0,DCPP,1,1,0,0.0,1.0,245.88333333333333
20,15,1.5,0,DCPP,1,1,0,0.0,1.0,245.96666666666667
21,15,1.5,0,DCPP,1,1,0,0.0,1.0,250.6833333333333
22,15,1.5,0,DCPP,1,1,0,0.0,1.0,247.05
23,15,1.5,0,DCPP,1,1,0,0.0,1.0,247.83333333333331
24,15,1.5,0,DCPP,1,1,0,0.0,1.0,246.86666666666667
25,15,1.5,0,DCPP,1,1,0,0.0,1.0,254.9333333333333
26,15,1.5,0,DCPP,1,1,0,0.0,1.0,248.83333333333331
27,15,1.5,0,DCPP,1,1,0,0.0,1.0,245.3
28,15,1.5,0,DCPP,1,1,0,0.0,1.0,244.08333333333331
29,15,1.5,0,DCPP,1,1,0,0.0,1.0,245.65
30,15,1.5,0,DCPP,1,1,0,0.0,1.0,252.58333333333331
31,15,1.5,0,DCPP,1,1,0,0.0,1.0,253.63333333333333
32,15,1.5,0,DCPP,1,1,0,0.0,1.0,249.33333333333331
33,15,1.5,0,DCPP,1,1,0,0.0,1.0,249.46666666666667
34,15,1.5,0,DCPP,1,1,0,0.0,1.0,248.9
35,15,1.5,0,DCPP,1,1,0,0.0,1.0,251.66666666666663
36,15,1.5,0,DCPP,1,1,0,0.0,1.0,252.65
37,15,1.5,0,DCPP,1,1,0,0.0,1.0,252.91666666666663
38,15,1.5,0,DCPP,1,1,0,0.0,1.0,253.9833333333333
39,15,1.5,0,DCPP,1,1,0,0.0,1.0,248.51666666666668
