Run,Horizon,Theta,Choice,Policy,Loc_Dep,Joint,Doubly,beta,gamma,Profit
25,7,1.75,1,DCPP,1,1,0,0.0,1.0,229.04166666666663
26,7,1.75,1,DCPP,1,1,0,0.0,1.0,225.2
27,7,1.75,1,DCPP,1,1,0,0.0,1.0,227.7083333333333
28,7,1.75,1,DCPP,1,1,0,0.0,1.0,223.09166666666667
29,7,1.75,1,DCPP,1,1,0,0.0,1.0,222.10833333333332
30,7,1.75,1,DCPP,1,1,0,0.0,1.0,229.95
31,7,1.75,1,DCPP,1,1,0,0.0,1.0,221.00833333333333
32,7,1.75,1,DCPP,1,1,0,0.0,1.0,226.175
33,7,1.75,1,DCPP,1,1,0,0.0,1.0,227.8
34,7,1.75,1,DCPP,1,1,0,0.0,1.0,220.15
35,7,1.75,1,DCPP,1,1,0,0.0,1.0,225.3
36,7,1.75,1,DCPP,1,1,0,0.0,1.0,228.675
37,7,1.75,1,DCPP,1,1,0,0.0,1.0,220.73333333333332
38,7,1.75,1,DCPP,1,1,0,0.0,1.0,226.46666666666667
39,7,1.75,1,DCPP,1,1,0,0.0,1.0,228.3083333333333
0,7,1.75,1,DCPP,1,0,0,0.0,1.0,211.44166666666663
1,7,1.75,1,DCPP,1,0,0,0.0,1.0,210.125
2,7,1.75,1,DCPP,1,0,0,0.0,1.0,210.025
3,7,1.75,1,DCPP,1,0,0,0.0,1.0,210.86666666666667
4,7,1.75,1,DCPP,1,0,0,0.0,1.0,206.85
5,7,1.75,1,DCPP,1,0,0,0.0,1.0,219.6
6,7,1.75,1,DCPP,1,0,0,0.0,1.0,216.625
7,7,1.75,1,DCPP,1,0,0,0.0,1.0,214.63333333333333
8,7,1.75,1,DCPP,1,0,0,0.0,1.0,211.15
9,7,1.75,1,DCPP,1,0,0,0.0,1.0,207.55
10,7,1.75,1,DCPP,1,0,0,0.0,1.0,205.00833333333333
11,7,1.75,1,DCPP,1,0,0,0.0,1.0,205.13333333333333
12,7,1.75,1,DCPP,1,0,0,0.0,1.0,210.34166666666667
13,7,1.75,1,DCPP,1,0,0,0.0,1.0,217.675
14,7,1.75,1,DCPP,1,0,0,0.0,1.0,210.76666666666668
15,7,1.75,1,DCPP,1,0,0,0.0,1.0,209.60833333333332
16,7,1.75,1,DCPP,1,0,0,0.0,1.0,224.46666666666667
17,7,1.75,1,DCPP,1,0,0,0.0,1.0,216.51666666666668
18,7,1.75,1,DCPP,1,0,0,0.0,1.0,214.675
19,7,1.75,1,DCPP,1,0,0,0.0,1.0,209.85
20,7,1.75,1,DCPP,1,0,0,0.0,1.0,214.525
21,7,1.75,1,DCPP,1,0,0,0.0,1.0,221.35
22,7,1.75,1,DCPP,1,0,0,0.0,1.0,208.65
23,7,1.75,1,DCPP,1,0,0,0.0,1.0,209.4333333333333
24,7,1.75,1,DCPP,1,0,0,0.0,1.0,214.9333333333333
25,7,1.75,1,DCPP,1,0,0,0.0,1.0,220.19166666666663
26,7,1.75,1,DCPP,1,0,0,0.0,1.0,208.4583333333333
27,7,1.75,1,DCPP,1,0,0,0.0,1.0,215.09166666666667
28,7,1.75,1,DCPP,1,0,0,0.0,1.0,211.3333333333333
29,7,1.75,1,DCPP,1,0,0,0.0,1.0,215.275
30,7,1.75,1,DCPP,1,0,0,0.0,1.0,223.3333333333333
31,7,1.75,1,DCPP,1,0,0,0.0,1.0,203.25
32,7,1.75,1,DCPP,1,0,0,0.0,1.0,216.35
33,7,1.75,1,DCPP,1,0,0,0.0,1.0,209.55
34,7,1.75,1,DCPP,1,0,0,0.0,1.0,202.88333333333333
35,7,1.75,1,DCPP,1,0,0,0.0,1.0,215.79166666666663
36,7,1.75,1,DCPP,1,0,0,0.0,1.0,214.75833333333333
37,7,1.75,1,DCPP,1,0,0,0.0,1.0,212.78333333333333
38,7,1.75,1,DCPP,1,0,0,0.0,1.0,212.85833333333332
39,7,1.75,1,DCPP,1,0,0,0.0,1.0,220.2083333333333
0,7,1.25,0,DCPP,1,0,0,0.0,1.0,273.4583333333333
1,7,1.25,0,DCPP,1,0,0,0.0,1.0,271.48333333333335
2,7,1.25,0,DCPP,1,0,0,0.0,1.0,277.2416666666667
3,7,1.25,0,DCPP,1,0,0,0.0,1.0,279.2916666666667
4,7,1.25,0,DCPP,1,0,0,0.0,1.0,270.26666666666665
5,7,1.25,0,DCPP,1,0,0,0.0,1.0,281.3666666666667
6,7,1.25,0,DCPP,1,0,0,0.0,1.0,281.2416666666667
7,7,1.25,0,DCPP,1,0,0,0.0,1.0,274.6166666666667
8,7,1.25,0,DCPP,1,0,0,0.0,1.0,273.2416666666667
9,7,1.25,0,DCPP,1,0,0,0.0,1.0,268.1666666666667
10,7,1.25,0,DCPP,1,0,0,0.0,1.0,266.75
11,7,1.25,0,DCPP,1,0,0,0.0,1.0,270.73333333333335
12,7,1.25,0,DCPP,1,0,0,0.0,1.0,280.03333333333336
13,7,1.25,0,DCPP,1,0,0,0.0,1.0,279.175
14,7,1.25,0,DCPP,1,0,0,0.0,1.0,279.875
15,7,1.25,0,DCPP,1,0,0,0.0,1.0,275.5416666666667
16,7,1.25,0,DCPP,1,0,0,0.0,1.0,283.09166666666664
17,7,1.25,0,DCPP,1,0,0,0.0,1.0,280.375
18,7,1.25,0,DCPP,1,0,0,0.0,1.0,275.9583333333333
19,7,1.25,0,DCPP,1,0,0,0.0,1.0,278.35
20,7,1.25,0,DCPP,1,0,0,0.0,1.0,274.40833333333336
21,7,1.25,0,DCPP,1,0,0,0.0,1.0,283.53333333333336
22,7,1.25,0,DCPP,1,0,0,0.0,1.0,273.0083333333333
23,7,1.25,0,DCPP,1,0,0,0.0,1.0,270.175
24,7,1.25,0,DCPP,1,0,0,0.0,1.0,272.80833333333334
25,7,1.25,0,DCPP,1,0,0,0.0,1.0,284.2916666666667
26,7,1.25,0,DCPP,1,0,0,0.0,1.0,275.6
27,7,1.25,0,DCPP,1,0,0,0.0,1.0,275.4583333333333
28,7,1.25,0,DCPP,1,0,0,0.0,1.0,277.21666666666664
29,7,1.25,0,DCPP,1,0,0,0.0,1.0,278.55833333333334
30,7,1.25,0,DCPP,1,0,0,0.0,1.0,282.025
31,7,1.25,0,DCPP,1,0,0,0.0,1.0,276.5833333333333
32,7,1.25,0,DCPP,1,0,0,0.0,1.0,285.18333333333334
33,7,1.25,0,DCPP,1,0,0,0.0,1.0,276.39166666666665
34,7,1.25,0,DCPP,1,0,0,0.0,1.0,270.44166666666666
35,7,1.25,0,DCPP,1,0,0,0.0,1.0,273.95
36,7,1.25,0,DCPP,1,0,0,0.0,1.0,280.65
37,7,1.25,0,DCPP,1,0,0,0.0,1.0,281.39166666666665
38,7,1.25,0,DCPP,1,0,0,0.0,1.0,270.45
39,7,1.25,0,DCPP,1,0,0,0.0,1.0,280.3333333333333
0,15,1.75,1,DCPP,1,0,0,0.0,1.0,193.79166666666663
1,15,1.75,1,DCPP,1,0,0,0.0,1.0,190.325
2,15,1.75,1,DCPP,1,0,0,0.0,1.0,197.39166666666668
3,15,1.75,1,DCPP,1,0,0,0.0,1.0,196.84166666666667
4,15,1.75,1,DCPP,1,0,0,0.0,1.0,198.25
5,15,1.75,1,DCPP,1,0,0,0.0,1.0,204.975
6,15,1.75,1,DCPP,1,0,0,0.0,1.0,203.075
7,15,1.75,1,DCPP,1,0,0,0.0,1.0,190.09166666666667
8,15,1.75,1,DCPP,1,0,0,0.0,1.0,198.575
9,15,1.75,1,DCPP,1,0,0,0.0,1.0,178.76666666666668
10,15,1.75,1,DCPP,1,0,0,0.0,1.0,183.14166666666668
11,15,1.75,1,DCPP,1,0,0,0.0,1.0,186.33333333333331
12,15,1.75,1,DCPP,1,0,0,0.0,1.0,195.325
13,15,1.75,1,DCPP,1,0,0,0.0,1.0,205.0
14,15,1.75,1,DCPP,1,0,0,0.0,1.0,199.45833333333331
15,15,1.75,1,DCPP,1,0,0,0.0,1.0,201.875
16,15,1.75,1,DCPP,1,0,0,0.0,1.0,205.90833333333333
17,15,1.75,1,DCPP,1,0,0,0.0,1.0,201.99166666666667
18,15,1.75,1,DCPP,1,0,0,0.0,1.0,192.04166666666663
19,15,1.75,1,DCPP,1,0,0,0.0,1.0,199.33333333333331
20,15,1.75,1,DCPP,1,0,0,0.0,1.0,199.2333333333333
21,15,1.75,1,DCPP,1,0,0,0.0,1.0,211.14166666666668
22,15,1.75,1,DCPP,1,0,0,0.0,1.0,193.78333333333333
23,15,1.75,1,DCPP,1,0,0,0.0,1.0,190.725
24,15,1.75,1,DCPP,1,0,0,0.0,1.0,195.66666666666663
25,15,1.75,1,DCPP,1,0,0,0.0,1.0,208.50833333333333
26,15,1.75,1,DCPP,1,0,0,0.0,1.0,190.89166666666668
27,15,1.75,1,DCPP,1,0,0,0.0,1.0,192.8
28,15,1.75,1,DCPP,1,0,0,0.0,1.0,194.975
29,15,1.75,1,DCPP,1,0,0,0.0,1.0,196.78333333333333
30,15,1.75,1,DCPP,1,0,0,0.0,1.0,195.825
31,15,1.75,1,DCPP,1,0,0,0.0,1.0,190.025
32,15,1.75,1,DCPP,1,0,0,0.0,1.0,205.26666666666668
33,15,1.75,1,DCPP,1,0,0,0.0,1.0,189.9
34,15,1.75,1,DCPP,1,0,0,0.0,1.0,187.1833333333333
35,15,1.75,1,DCPP,1,0,0,0.0,1.0,198.3583333333333
36,15,1.75,1,DCPP,1,0,0,0.0,1.0,195.81666666666663
37,15,1.75,1,DCPP,1,0,0,0.0,1.0,199.09166666666667
38,15,1.75,1,DCPP,1,0,0,0.0,1.0,195.725
39,15,1.75,1,DCPP,1,0,0,0.0,1.0,199.53333333333333
0,15,1.25,0,DCPP,1,0,0,0.0,1.0,263.3666666666667
1,15,1.25,0,DCPP,1,0,0,0.0,1.0,260.15833333333336
2,15,1.25,0,DCPP,1,0,0,0.0,1.0,265.0833333333333
3,15,1.25,0,DCPP,1,0,0,0.0,1.0,266.69166666666666
4,15,1.25,0,DCPP,1,0,0,0.0,1.0,266.4916666666667
5,15,1.25,0,DCPP,1,0,0,0.0,1.0,270.3
6,15,1.25,0,DCPP,1,0,0,0.0,1.0,269.14166666666665
7,15,1.25,0,DCPP,1,0,0,0.0,1.0,264.18333333333334
8,15,1.25,0,DCPP,1,0,0,0.0,1.0,264.075
9,15,1.25,0,DCPP,1,0,0,0.0,1.0,259.28333333333336
10,15,1.25,0,DCPP,1,0,0,0.0,1.0,254.89166666666668
11,15,1.25,0,DCPP,1,0,0,0.0,1.0,261.0416666666667
12,15,1.25,0,DCPP,1,0,0,0.0,1.0,264.45
13,15,1.25,0,DCPP,1,0,0,0.0,1.0,268.89166666666665
14,15,1.25,0,DCPP,1,0,0,0.0,1.0,267.76666666666665
15,15,1.25,0,DCPP,1,0,0,0.0,1.0,272.5833333333333
16,15,1.25,0,DCPP,1,0,0,0.0,1.0,272.5416666666667
17,15,1.25,0,DCPP,1,0,0,0.0,1.0,272.325
18,15,1.25,0,DCPP,1,0,0,0.0,1.0,259.8833333333333
19,15,1.25,0,DCPP,1,0,0,0.0,1.0,266.0833333333333
20,15,1.25,0,DCPP,1,0,0,0.0,1.0,259.35833333333335
21,15,1.25,0,DCPP,1,0,0,0.0,1.0,273.9
22,15,1.25,0,DCPP,1,0,0,0.0,1.0,261.73333333333335
23,15,1.25,0,DCPP,1,0,0,0.0,1.0,263.2416666666667
24,15,1.25,0,DCPP,1,0,0,0.0,1.0,262.875
25,15,1.25,0,DCPP,1,0,0,0.0,1.0,273.7
26,15,1.25,0,DCPP,1,0,0,0.0,1.0,264.31666666666666
27,15,1.25,0,DCPP,1,0,0,0.0,1.0,266.8666666666667
28,15,1.25,0,DCPP,1,0,0,0.0,1.0,262.975
29,15,1.25,0,DCPP,1,0,0,0.0,1.0,265.56666666666666
30,15,1.25,0,DCPP,1,0,0,0.0,1.0,272.2916666666667
31,15,1.25,0,DCPP,1,0,0,0.0,1.0,257.7083333333333
32,15,1.25,0,DCPP,1,0,0,0.0,1.0,274.975
33,15,1.25,0,DCPP,1,0,0,0.0,1.0,262.15
34,15,1.25,0,DCPP,1,0,0,0.0,1.0,256.98333333333335
35,15,1.25,0,DCPP,1,0,0,0.0,1.0,268.3833333333333
36,15,1.25,0,DCPP,1,0,0,0.0,1.0,270.8
37,15,1.25,0,DCPP,1,0,0,0.0,1.0,270.06666666666666
38,15,1.25,0,DCPP,1,0,0,0.0,1.0,268.68333333333334
39,15,1.25,0,DCPP,1,0,0,0.0,1.0,265.84166666666664
0,15,1.5,1,DCPP,1,1,0,0.0,1.0,214.06666666666663
1,15,1.5,1,DCPP,1,1,0,0.0,1.0,210.25
2,15,1.5,1,DCPP,1,1,0,0.0,1.0,212.15
3,15,1.5,1,DCPP,1,1,0,0.0,1.0,213.9833333333333
4,15,1.5,1,DCPP,1,1,0,0.0,1.0,211.25
5,15,1.5,1,DCPP,1,1,0,0.0,1.0,213.16666666666663
6,15,1.5,1,DCPP,1,1,0,0.0,1.0,213.45
7,15,1.5,1,DCPP,1,1,0,0.0,1.0,211.26666666666668
8,15,1.5,1,DCPP,1,1,0,0.0,1.0,212.1
9,15,1.5,1,DCPP,1,1,0,0.0,1.0,210.1
10,15,1.5,1,DCPP,1,1,0,0.0,1.0,207.63333333333333
11,15,1.5,1,DCPP,1,1,0,0.0,1.0,208.33333333333331
12,15,1.5,1,DCPP,1,1,0,0.0,1.0,214.4
13,15,1.5,1,DCPP,1,1,0,0.0,1.0,214.03333333333333
14,15,1.5,1,DCPP,1,1,0,0.0,1.0,214.58333333333331
15,15,1.5,1,DCPP,1,1,0,0.0,1.0,213.5
16,15,1.5,1,DCPP,1,1,0,0.0,1.0,216.7
17,15,1.5,1,DCPP,1,1,0,0.0,1.0,213.0
18,15,1.5,1,DCPP,1,1,0,0.0,1.0,214.21666666666667
19,15,1.5,1,DCPP,1,1,0,0.0,1.0,214.7
20,15,1.5,1,DCPP,1,1,0,0.0,1.0,213.16666666666663
21,15,1.5,1,DCPP,1,1,0,0.0,1.0,215.01666666666668
22,15,1.5,1,DCPP,1,1,0,0.0,1.0,210.95
23,15,1.5,1,DCPP,1,1,0,0.0,1.0,215.4333333333333
24,15,1.5,1,DCPP,1,1,0,0.0,1.0,211.33333333333331
25,15,1.5,1,DCPP,1,1,0,0.0,1.0,214.4833333333333
26,15,1.5,1,DCPP,1,1,0,0.0,1.0,211.71666666666667
27,15,1.5,1,DCPP,1,1,0,0.0,1.0,216.31666666666663
28,15,1.5,1,DCPP,1,1,0,0.0,1.0,209.81666666666663
29,15,1.5,1,DCPP,1,1,0,0.0,1.0,210.38333333333333
30,15,1.5,1,DCPP,1,1,0,0.0,1.0,213.33333333333331
31,15,1.5,1,DCPP,1,1,0,0.0,1.0,208.65
32,15,1.5,1,DCPP,1,1,0,0.0,1.0,212.7333333333333
33,15,1.5,1,DCPP,1,1,0,0.0,1.0,212.41666666666663
34,15,1.5,1,DCPP,1,1,0,0.0,1.0,211.7
35,15,1.5,1,DCPP,1,1,0,0.0,1.0,213.3
36,15,1.5,1,DCPP,1,1,0,0.0,1.0,217.51666666666668
37,15,1.5,1,DCPP,1,1,0,0.0,1.0,215.45
38,15,1.5,1,DCPP,1,1,0,0.0,1.0,210.2
39,15,1.5,1,DCPP,1,1,0,0.0,1.0,215.16666666666663
0,15,1.25,1,DCPP,1,1,0,0.0,1.0,235.21666666666667
1,15,1.25,1,DCPP,1,1,0,0.0,1.0,233.775
2,15,1.25,1,DCPP,1,1,0,0.0,1.0,239.1083333333333
3,15,1.25,1,DCPP,1,1,0,0.0,1.0,236.1833333333333
4,15,1.25,1,DCPP,1,1,0,0.0,1.0,234.95833333333331
5,15,1.25,1,DCPP,1,1,0,0.0,1.0,239.25833333333333
6,15,1.25,1,DCPP,1,1,0,0.0,1.0,236.9333333333333
7,15,1.25,1,DCPP,1,1,0,0.0,1.0,235.05
8,15,1.25,1,DCPP,1,1,0,0.0,1.0,242.06666666666663
9,15,1.25,1,DCPP,1,1,0,0.0,1.0,235.475
10,15,1.25,1,DCPP,1,1,0,0.0,1.0,234.99166666666667
11,15,1.25,1,DCPP,1,1,0,0.0,1.0,236.54166666666663
12,15,1.25,1,DCPP,1,1,0,0.0,1.0,239.76666666666668
13,15,1.25,1,DCPP,1,1,0,0.0,1.0,237.3083333333333
14,15,1.25,1,DCPP,1,1,0,0.0,1.0,237.4333333333333
15,15,1.25,1,DCPP,1,1,0,0.0,1.0,236.375
16,15,1.25,1,DCPP,1,1,0,0.0,1.0,240.25
17,15,1.25,1,DCPP,1,1,0,0.0,1.0,237.63333333333333
18,15,1.25,1,DCPP,1,1,0,0.0,1.0,232.8583333333333
19,15,1.25,1,DCPP,1,1,0,0.0,1.0,236.05
20,15,1.25,1,DCPP,1,1,0,0.0,1.0,236.64166666666668
21,15,1.25,1,DCPP,1,1,0,0.0,1.0,241.74166666666667
22,15,1.25,1,DCPP,1,1,0,0.0,1.0,240.15
23,15,1.25,1,DCPP,1,1,0,0.0,1.0,232.2333333333333
24,15,1.25,1,DCPP,1,1,0,0.0,1.0,235.175
25,15,1.25,1,DCPP,1,1,0,0.0,1.0,242.01666666666668
26,15,1.25,1,DCPP,1,1,0,0.0,1.0,235.63333333333333
27,15,1.25,1,DCPP,1,1,0,0.0,1.0,238.05
28,15,1.25,1,DCPP,1,1,0,0.0,1.0,234.84166666666667
29,15,1.25,1,DCPP,1,1,0,0.0,1.0,239.41666666666663
30,15,1.25,1,DCPP,1,1,0,0.0,1.0,240.09166666666667
31,15,1.25,1,DCPP,1,1,0,0.0,1.0,236.65833333333333
32,15,1.25,1,DCPP,1,1,0,0.0,1.0,238.4333333333333
33,15,1.25,1,DCPP,1,1,0,0.0,1.0,234.55
34,15,1.25,1,DCPP,1,1,0,0.0,1.0,235.21666666666667
35,15,1.25,1,DCPP,1,1,0,0.0,1.0,235.3583333333333
36,15,1.25,1,DCPP,1,1,0,0.0,1.0,237.625
37,15,1.25,1,DCPP,1,1,0,0.0,1.0,237.0
38,15,1.25,1,DCPP,1,1,0,0.0,1.0,237.7
39,15,1.25,1,DCPP,1,1,0,0.0,1.0,237.425
0,15,1.5,1,DCPP,1,0,0,0.0,1.0,215.53333333333333
1,15,1.5,1,DCPP,1,0,0,0.0,1.0,215.38333333333333
2,15,1.5,1,DCPP,1,0,0,0.0,1.0,218.7
3,15,1.5,1,DCPP,1,0,0,0.0,1.0,223.71666666666667
4,15,1.5,1,DCPP,1,0,0,0.0,1.0,212.36666666666667
5,15,1.5,1,DCPP,1,0,0,0.0,1.0,227.3
6,15,1.5,1,DCPP,1,0,0,0.0,1.0,226.21666666666667
7,15,1.5,1,DCPP,1,0,0,0.0,1.0,222.9833333333333
8,15,1.5,1,DCPP,1,0,0,0.0,1.0,219.25
9,15,1.5,1,DCPP,1,0,0,0.0,1.0,211.0
10,15,1.5,1,DCPP,1,0,0,0.0,1.0,210.88333333333333
11,15,1.5,1,DCPP,1,0,0,0.0,1.0,215.81666666666663
12,15,1.5,1,DCPP,1,0,0,0.0,1.0,222.78333333333333
13,15,1.5,1,DCPP,1,0,0,0.0,1.0,224.4833333333333
14,15,1.5,1,DCPP,1,0,0,0.0,1.0,226.01666666666668
15,15,1.5,1,DCPP,1,0,0,0.0,1.0,219.11666666666667
16,15,1.5,1,DCPP,1,0,0,0.0,1.0,229.2333333333333
17,15,1.5,1,DCPP,1,0,0,0.0,1.0,224.71666666666667
18,15,1.5,1,DCPP,1,0,0,0.0,1.0,221.95
19,15,1.5,1,DCPP,1,0,0,0.0,1.0,221.88333333333333
20,15,1.5,1,DCPP,1,0,0,0.0,1.0,217.51666666666668
21,15,1.5,1,DCPP,1,0,0,0.0,1.0,230.15
22,15,1.5,1,DCPP,1,0,0,0.0,1.0,218.6833333333333
23,15,1.5,1,DCPP,1,0,0,0.0,1.0,216.05
24,15,1.5,1,DCPP,1,0,0,0.0,1.0,216.28333333333333
25,15,1.5,1,DCPP,1,0,0,0.0,1.0,226.8
26,15,1.5,1,DCPP,1,0,0,0.0,1.0,213.25
27,15,1.5,1,DCPP,1,0,0,0.0,1.0,221.58333333333331
28,15,1.5,1,DCPP,1,0,0,0.0,1.0,221.06666666666663
29,15,1.5,1,DCPP,1,0,0,0.0,1.0,219.58333333333331
30,15,1.5,1,DCPP,1,0,0,0.0,1.0,222.8
31,15,1.5,1,DCPP,1,0,0,0.0,1.0,212.33333333333331
32,15,1.5,1,DCPP,1,0,0,0.0,1.0,230.31666666666663
33,15,1.5,1,DCPP,1,0,0,0.0,1.0,216.3
34,15,1.5,1,DCPP,1,0,0,0.0,1.0,212.83333333333331
35,15,1.5,1,DCPP,1,0,0,0.0,1.0,219.56666666666663
36,15,1.5,1,DCPP,1,0,0,0.0,1.0,227.61666666666667
37,15,1.5,1,DCPP,1,0,0,0.0,1.0,223.58333333333331
38,15,1.5,1,DCPP,1,0,0,0.0,1.0,225.3
39,15,1.5,1,DCPP,1,0,0,0.0,1.0,220.4
0,15,1.25,1,DCPP,1,0,0,0.0,1.0,243.925
1,15,1.25,1,DCPP,1,0,0,0.0,1.0,242.39166666666668
2,15,1.25,1,DCPP,1,0,0,0.0,1.0,243.975
3,15,1.25,1,DCPP,1,0,0,0.0,1.0,246.4
4,15,1.25,1,DCPP,1,0,0,0.0,1.0,240.9
5,15,1.25,1,DCPP,1,0,0,0.0,1.0,252.63333333333333
6,15,1.25,1,DCPP,1,0,0,0.0,1.0,255.05
7,15,1.25,1,DCPP,1,0,0,0.0,1.0,246.45
8,15,1.25,1,DCPP,1,0,0,0.0,1.0,243.35
9,15,1.25,1,DCPP,1,0,0,0.0,1.0,235.6833333333333
10,15,1.25,1,DCPP,1,0,0,0.0,1.0,236.16666666666663
11,15,1.25,1,DCPP,1,0,0,0.0,1.0,242.69166666666663
12,15,1.25,1,DCPP,1,0,0,0.0,1.0,247.49166666666667
13,15,1.25,1,DCPP,1,0,0,0.0,1.0,249.66666666666663
14,15,1.25,1,DCPP,1,0,0,0.0,1.0,245.9333333333333
15,15,1.25,1,DCPP,1,0,0,0.0,1.0,249.00833333333333
16,15,1.25,1,DCPP,1,0,0,0.0,1.0,253.50833333333333
17,15,1.25,1,DCPP,1,0,0,0.0,1.0,251.45833333333331
18,15,1.25,1,DCPP,1,0,0,0.0,1.0,245.0583333333333
19,15,1.25,1,DCPP,1,0,0,0.0,1.0,249.275
20,15,1.25,1,DCPP,1,0,0,0.0,1.0,248.65
21,15,1.25,1,DCPP,1,0,0,0.0,1.0,256.81666666666666
22,15,1.25,1,DCPP,1,0,0,0.0,1.0,241.8583333333333
23,15,1.25,1,DCPP,1,0,0,0.0,1.0,245.375
24,15,1.25,1,DCPP,1,0,0,0.0,1.0,245.65833333333333
25,15,1.25,1,DCPP,1,0,0,0.0,1.0,251.875
26,15,1.25,1,DCPP,1,0,0,0.0,1.0,238.39166666666668
27,15,1.25,1,DCPP,1,0,0,0.0,1.0,242.6083333333333
28,15,1.25,1,DCPP,1,0,0,0.0,1.0,246.91666666666663
29,15,1.25,1,DCPP,1,0,0,0.0,1.0,244.61666666666667
30,15,1.25,1,DCPP,1,0,0,0.0,1.0,252.66666666666663
31,15,1.25,1,DCPP,1,0,0,0.0,1.0,239.4
32,15,1.25,1,DCPP,1,0,0,0.0,1.0,251.85
33,15,1.25,1,DCPP,1,0,0,0.0,1.0,241.49166666666667
34,15,1.25,1,DCPP,1,0,0,0.0,1.0,234.175
35,15,1.25,1,DCPP,1,0,0,0.0,1.0,245.83333333333331
36,15,1.25,1,DCPP,1,0,0,0.0,1.0,249.425
37,15,1.25,1,DCPP,1,0,0,0.0,1.0,246.81666666666663
38,15,1.25,1,DCPP,1,0,0,0.0,1.0,244.89166666666668
39,15,1.25,1,DCPP,1,0,0,0.0,1.0,243.70833333333331
0,15,1.75,1,DCPP,1,1,0,0.0,1.0,188.65833333333333
1,15,1.75,1,DCPP,1,1,0,0.0,1.0,183.1083333333333
2,15,1.75,1,DCPP,1,1,0,0.0,1.0,192.28333333333333
3,15,1.75,1,DCPP,1,1,0,0.0,1.0,188.84166666666667
4,15,1.75,1,DCPP,1,1,0,0.0,1.0,188.8583333333333
5,15,1.75,1,DCPP,1,1,0,0.0,1.0,184.34166666666667
6,15,1.75,1,DCPP,1,1,0,0.0,1.0,194.74166666666667
7,15,1.75,1,DCPP,1,1,0,0.0,1.0,185.20833333333331
8,15,1.75,1,DCPP,1,1,0,0.0,1.0,183.46666666666667
9,15,1.75,1,DCPP,1,1,0,0.0,1.0,188.36666666666667
10,15,1.75,1,DCPP,1,1,0,0.0,1.0,186.6
11,15,1.75,1,DCPP,1,1,0,0.0,1.0,184.3
12,15,1.75,1,DCPP,1,1,0,0.0,1.0,190.14166666666668
13,15,1.75,1,DCPP,1,1,0,0.0,1.0,187.26666666666668
14,15,1.75,1,DCPP,1,1,0,0.0,1.0,188.3583333333333
15,15,1.75,1,DCPP,1,1,0,0.0,1.0,183.7
16,15,1.75,1,DCPP,1,1,0,0.0,1.0,191.625
17,15,1.75,1,DCPP,1,1,0,0.0,1.0,184.7333333333333
18,15,1.75,1,DCPP,1,1,0,0.0,1.0,189.2
19,15,1.75,1,DCPP,1,1,0,0.0,1.0,190.9833333333333
20,15,1.75,1,DCPP,1,1,0,0.0,1.0,185.79166666666663
21,15,1.75,1,DCPP,1,1,0,0.0,1.0,187.925
22,15,1.75,1,DCPP,1,1,0,0.0,1.0,189.9
23,15,1.75,1,DCPP,1,1,0,0.0,1.0,186.225
24,15,1.75,1,DCPP,1,1,0,0.0,1.0,188.3
25,15,1.75,1,DCPP,1,1,0,0.0,1.0,187.79166666666663
26,15,1.75,1,DCPP,1,1,0,0.0,1.0,190.99166666666667
27,15,1.75,1,DCPP,1,1,0,0.0,1.0,190.175
28,15,1.75,1,DCPP,1,1,0,0.0,1.0,188.56666666666663
29,15,1.75,1,DCPP,1,1,0,0.0,1.0,186.75833333333333
30,15,1.75,1,DCPP,1,1,0,0.0,1.0,189.45833333333331
31,15,1.75,1,DCPP,1,1,0,0.0,1.0,189.075
32,15,1.75,1,DCPP,1,1,0,0.0,1.0,192.0
33,15,1.75,1,DCPP,1,1,0,0.0,1.0,189.4
34,15,1.75,1,DCPP,1,1,0,0.0,1.0,185.76666666666668
35,15,1.75,1,DCPP,1,1,0,0.0,1.0,185.65833333333333
36,15,1.75,1,DCPP,1,1,0,0.0,1.0,189.7333333333333
37,15,1.75,1,DCPP,1,1,0,0.0,1.0,189.56666666666663
38,15,1.75,1,DCPP,1,1,0,0.0,1.0,189.41666666666663
39,15,1.75,1,DCPP,1,1,0,0.0,1.0,190.875
0,15,1.75,0,DCPP,1,1,0,0.0,1.0,225.05
1,15,1.75,0,DCPP,1,1,0,0.0,1.0,218.39166666666668
2,15,1.75,0,DCPP,1,1,0,0.0,1.0,230.675
3,15,1.75,0,DCPP,1,1,0,0.0,1.0,230.3
4,15,1.75,0,DCPP,1,1,0,0.0,1.0,228.05
5,15,1.75,0,DCPP,1,1,0,0.0,1.0,228.375
6,15,1.75,0,DCPP,1,1,0,0.0,1.0,230.01666666666668
7,15,1.75,0,DCPP,1,1,0,0.0,1.0,225.28333333333333
8,15,1.75,0,DCPP,1,1,0,0.0,1.0,223.55
9,15,1.75,0,DCPP,1,1,0,0.0,1.0,226.075
10,15,1.75,0,DCPP,1,1,0,0.0,1.0,225.375
11,15,1.75,0,DCPP,1,1,0,0.0,1.0,225.66666666666663
12,15,1.75,0,DCPP,1,1,0,0.0,1.0,227.20833333333331
13,15,1.75,0,DCPP,1,1,0,0.0,1.0,227.94166666666663
14,15,1.75,0,DCPP,1,1,0,0.0,1.0,228.96666666666667
15,15,1.75,0,DCPP,1,1,0,0.0,1.0,224.49166666666667
16,15,1.75,0,DCPP,1,1,0,0.0,1.0,229.44166666666663
